,Unnamed: 0,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
0,15,없다/Adjective,16914,5001,11913,0.05560742469712127,0.13233301494924365,0.7043277758070238
1,19,좋다/Adjective,13043,9370,3673,0.10416805601867288,0.040816099868944224,0.7183930077436173
2,22,재밌다/Adjective,11789,9955,1834,0.1106702234078026,0.020391390301872543,0.8444312494698448
3,23,?/Punctuation,11319,3302,8017,0.03672335222852062,0.08906239587729625,0.7082781164413817
4,24,정말/Noun,10702,7082,3620,0.07873735689674335,0.04022745951709279,0.6617454681367969
5,34,!/Punctuation,8565,6415,2150,0.07132377459153051,0.02390101956951509,0.7489784004670169
6,38,만/Josa,7745,2412,5333,0.026831165944203626,0.05925275994580066,0.6885732730794061
7,40,만들다/Verb,7199,2506,4693,0.02787595865288429,0.05214465003665119,0.6518960966800944
8,44,최고/Noun,6671,6143,528,0.06830054462598642,0.005886403518514404,0.9208514465597362
9,51,~/Punctuation,6003,4016,1987,0.0446593308880738,0.022090672827028587,0.6689988339163752
10,55,감동/Noun,5597,4442,1155,0.049394242525286215,0.012850129945134276,0.7936394497051992
11,57,1/Number,5284,1409,3875,0.015683005446259866,0.043059597059019517,0.7333459500378501
12,62,아깝다/Adjective,5167,374,4793,0.004179170834722685,0.0532552922099558,0.9276175730598026
13,66,때/Noun,4940,3220,1720,0.03581193731243748,0.01912525822430529,0.6518218623481782
14,69,재미있다/Adjective,4787,4102,685,0.04561520506835612,0.007630111730602634,0.8569041153123041
15,72,감독/Noun,4688,1515,3173,0.016861175947538068,0.0352628890024212,0.6768344709897611
16,75,내용/Noun,4529,1407,3122,0.015660775814160276,0.03469646149403585,0.6893353941267388
17,76,뭐/Noun,4491,831,3660,0.009258641769478715,0.04067171638641463,0.8149632598530394
18,77,못/VerbPrefix,4418,1474,2944,0.0164054684894965,0.032719518425553665,0.666364870982345
19,78,그냥/Noun,4406,1187,3219,0.013215516283205513,0.035773784402141316,0.7305946436677259
20,83,안/VerbPrefix,4262,1318,2944,0.014671557185728575,0.032719518425553665,0.6907555138432661
21,84,재미없다/Adjective,4205,307,3898,0.0034344781593864623,0.04331504475887958,0.9269916765755052
22,88,지루하다/Adjective,4057,872,3185,0.009714349227520284,0.03539616606321775,0.7850628543258565
23,91,!!/Punctuation,4005,3088,917,0.03434478159386462,0.010206801572669318,0.7710362047440699
