,Unnamed: 0,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
0,15,없다/Adjective,16914,5001,11913,0.05558766645177067,0.13231668036519534,0.7043277758070238
1,19,좋다/Adjective,13043,9370,3673,0.10415045683925038,0.04079569940244796,0.7183930077436173
2,22,재밌다/Adjective,11789,9955,1834,0.11065291332281084,0.02037008241331053,0.8444312494698448
3,23,?/Punctuation,11319,3302,8017,0.036702754373874574,0.08904413888086722,0.7082781164413817
4,34,!/Punctuation,8565,6415,2150,0.07130471511459885,0.023879867605571228,0.7489784004670169
5,44,최고/Noun,6671,6143,528,0.06828135073249894,0.005864451207321679,0.9208514465597362
6,55,감동/Noun,5597,4442,1155,0.04937420803414623,0.012828487016016172,0.7936394497051992
7,57,1/Number,5284,1409,3875,0.015661472111686642,0.04303929626585512,0.7333459500378501
8,62,아깝다/Adjective,5167,374,4793,0.004157126025387369,0.053235444387675766,0.9276175730598026
9,69,재미있다/Adjective,4787,4102,685,0.04559500255652135,0.0076082368882866465,0.8569041153123041
10,76,뭐/Noun,4491,831,3660,0.009236822799724341,0.040651309505298,0.8149632598530394
11,78,그냥/Noun,4406,1187,3219,0.013193873241002156,0.03575315991736455,0.7305946436677259
12,84,재미없다/Adjective,4205,307,3898,0.003412400240090701,0.043294755314658914,0.9269916765755052
13,88,지루하다/Adjective,4057,872,3185,0.009692550519084988,0.03537552480174157,0.7850628543258565
14,91,!!/Punctuation,4005,3088,917,0.03432407798501656,0.010185041206655265,0.7710362047440699
15,92,시간/Noun,3956,1077,2879,0.011971189115888223,0.03197680876113468,0.7277553083923155
16,94,쓰레기/Noun,3739,209,3530,0.002323099837716471,0.03920741053379834,0.9441027012570206
17,105,다시/Noun,3289,2763,526,0.030711602160816313,0.005842237376990914,0.8400729705077531
18,109,사랑/Noun,3190,2523,667,0.028043927706022275,0.007408312415309772,0.7909090909090909
19,116,이다/Adjective,2942,2200,742,0.02445368250227864,0.00824133105271342,0.7477906186267845
20,124,안되다/Adjective,2683,658,2025,0.007313874130226975,0.022491503209898484,0.7547521431233694
21,131,지금/Noun,2596,1843,753,0.020485516750772512,0.00836350711953262,0.7099383667180277
22,132,ㅠㅠ/KoreanParticle,2589,1842,747,0.0204744014405442,0.00829686562854033,0.7114716106604867
23,133,최악/Noun,2549,32,2517,0.00035568992730587116,0.02795610547126641,0.9874460572773636
24,140,별로/Noun,2438,320,2118,0.003556899273058711,0.02352444632027901,0.8687448728465955
25,142,돈/Noun,2433,279,2154,0.003101171553698064,0.02392429526623276,0.8853267570900123
26,150,개/Noun,2277,671,1606,0.007458373163194984,0.01783770575560344,0.7053140096618358
27,151,명작/Noun,2259,1976,283,0.02196385301113754,0.0031432569918030968,0.8747233289065959
28,157,^^/Punctuation,2162,1921,241,0.021352510948580573,0.002676766554857054,0.8885291396854764
29,160,ㅡㅡ/KoreanParticle,2128,211,1917,0.002345330458173088,0.02129195637203723,0.9008458646616542
30,173,꼭/Noun,1920,1594,326,0.0177178045039237,0.003620854343914521,0.8302083333333333
31,177,아름답다/Adjective,1901,1659,242,0.01844029966876376,0.002687873470022436,0.8726985796948974
32,181,마음/Noun,1810,1497,313,0.016639619411777783,0.0034764644467645558,0.8270718232044199
33,182,인생/Noun,1810,1304,506,0.014494364537714247,0.0056200990736832756,0.7204419889502762
34,191,ㅎㅎ/KoreanParticle,1744,1498,246,0.01665073472200609,0.002732301130683964,0.8589449541284404
35,197,어리다/Verb,1690,1270,420,0.014116443989951759,0.004664904369460426,0.7514792899408284
36,198,재다/Verb,1675,1417,258,0.015750394593513104,0.002865584112668547,0.8459701492537314
37,200,뻔하다/Adjective,1670,457,1213,0.005079696774336972,0.013472688095608323,0.7263473053892215
38,202,수준/Noun,1658,273,1385,0.003034479692328213,0.015383077504054024,0.8353437876960192
39,203,맞다/Verb,1649,477,1172,0.005302002978903141,0.013017304573827665,0.7107337780473014
40,206,네/Josa,1608,469,1139,0.0052130804970766725,0.01265077637337006,0.7083333333333334
41,211,전개/Noun,1586,418,1168,0.004646199675432942,0.012972876913166138,0.7364438839848676
42,212,매력/Noun,1586,1153,433,0.012815952693239669,0.00480929426661039,0.7269861286254728
43,215,가슴/Noun,1575,1376,199,0.015294666874152455,0.0022102761179110114,0.8736507936507937
44,216,낮다/Adjective,1560,1254,306,0.013938599026298824,0.003398716040606882,0.8038461538461539
45,217,말다/Verb,1559,338,1221,0.003756974857168264,0.01356154341693138,0.7831943553559975
