,Unnamed: 0,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
0,0,./Punctuation,52431,26334,26097,0.2927105795522753,0.2898571650709732,0.5022601132917549
1,1,영화/Noun,50383,25791,24592,0.2866749660983038,0.2731412577470733,0.5118988547724431
2,2,이/Josa,38256,20012,18244,0.22243958828890914,0.2026345602772286,0.5231074864073609
3,3,보다/Verb,38094,21677,16417,0.24094657981904274,0.18234222627007574,0.5690397437916732
4,4,하다/Verb,38002,18125,19877,0.20146499788809105,0.22077215274229736,0.5230514183464028
5,5,의/Josa,29457,17487,11970,0.19437342996243026,0.13294977452962214,0.593644974029942
6,6,가/Josa,27737,12332,15405,0.13707400573550008,0.1711020281227092,0.5553953203302447
7,7,에/Josa,27391,14054,13337,0.15621456994864727,0.1481329275606993,0.5130882406629915
8,8,../Punctuation,25849,11706,14143,0.13011582153257895,0.15708510118399716,0.547139154319316
9,9,을/Josa,23027,12500,10527,0.1389413778538559,0.11692249594597595,0.5428410127241934
10,10,.../Punctuation,22073,9139,12934,0.10158282017651113,0.14365684074905036,0.5859647533185339
11,11,은/Josa,19690,7739,11951,0.08602138585687928,0.13273874314147988,0.6069578466226511
12,12,도/Josa,18990,7903,11087,0.08784429673432186,0.12314236843858985,0.5838335966298052
13,13,들/Suffix,18507,8922,9585,0.09917079785696817,0.10645978186018616,0.5179121413519209
14,14,는/Josa,18035,7669,10366,0.08524331414089767,0.11513428260434945,0.5747712780704186
15,15,없다/Adjective,16914,5001,11913,0.05558766645177067,0.13231668036519534,0.7043277758070238
16,16,를/Josa,16639,8276,8363,0.09199030744948092,0.0928871315280894,0.5026143398040748
17,17,",/Punctuation",14719,7561,7158,0.08404286063624036,0.07950329875380413,0.513689788708472
18,18,있다/Adjective,13419,8187,5232,0.09100104483916148,0.05811138014527845,0.6101050748938073
19,19,좋다/Adjective,13043,9370,3673,0.10415045683925038,0.04079569940244796,0.7183930077436173
20,20,이/Determiner,12373,4495,7878,0.04996331947624658,0.08750027767287913,0.6367089630647378
21,21,너무/Adverb,11905,6629,5276,0.07368339150345686,0.058600084412555264,0.55682486350273
22,22,재밌다/Adjective,11789,9955,1834,0.11065291332281084,0.02037008241331053,0.8444312494698448
23,23,?/Punctuation,11319,3302,8017,0.036702754373874574,0.08904413888086722,0.7082781164413817
24,24,정말/Noun,10702,7082,3620,0.0787186270368806,0.04020703289868272,0.6617454681367969
25,25,것/Noun,10293,4088,6205,0.045439388213325035,0.06891840860119511,0.6028368794326241
26,26,되다/Verb,9887,5453,4434,0.0606117866749661,0.04924806184330364,0.5515323151613231
27,27,같다/Adjective,9325,4691,4634,0.052141920280995034,0.051469444876380034,0.5030563002680966
