,Unnamed: 0,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
0,11,은/Josa,19690,7739,11951,0.08602138585687928,0.13273874314147988,0.6069578466226511
1,15,없다/Adjective,16914,5001,11913,0.05558766645177067,0.13231668036519534,0.7043277758070238
2,18,있다/Adjective,13419,8187,5232,0.09100104483916148,0.05811138014527845,0.6101050748938073
3,19,좋다/Adjective,13043,9370,3673,0.10415045683925038,0.04079569940244796,0.7183930077436173
4,20,이/Determiner,12373,4495,7878,0.04996331947624658,0.08750027767287913,0.6367089630647378
5,22,재밌다/Adjective,11789,9955,1834,0.11065291332281084,0.02037008241331053,0.8444312494698448
6,23,?/Punctuation,11319,3302,8017,0.036702754373874574,0.08904413888086722,0.7082781164413817
7,24,정말/Noun,10702,7082,3620,0.0787186270368806,0.04020703289868272,0.6617454681367969
8,25,것/Noun,10293,4088,6205,0.045439388213325035,0.06891840860119511,0.6028368794326241
9,30,적/Suffix,9003,5486,3517,0.060978591912500275,0.039063020636648384,0.6093524380761969
10,32,아니다/Adjective,8754,3210,5544,0.035680145832870186,0.06157673767687762,0.6333104866346813
11,34,!/Punctuation,8565,6415,2150,0.07130471511459885,0.023879867605571228,0.7489784004670169
12,38,만/Josa,7745,2412,5333,0.026810128270680036,0.05923317857698202,0.6885732730794061
13,40,만들다/Verb,7199,2506,4693,0.027854967432141036,0.05212475287113757,0.6518960966800944
14,43,과/Josa,6768,4231,2537,0.04702887757597315,0.02817824377457405,0.6251477541371159
15,44,최고/Noun,6671,6143,528,0.06828135073249894,0.005864451207321679,0.9208514465597362
16,46,이다/Verb,6524,4043,2481,0.04493919925305116,0.02755625652531266,0.6197118332311465
17,47,왜/Noun,6247,2241,4006,0.024909410221639287,0.04449430215252016,0.6412678085481031
18,48,스토리/Noun,6075,2176,3899,0.02418691505679924,0.043305862229824285,0.6418106995884774
19,50,생각/Noun,6005,3771,2234,0.04191583487095125,0.024812848479463315,0.6279766860949209
20,51,~/Punctuation,6003,4016,1987,0.04463908587688682,0.02206944043361397,0.6689988339163752
21,55,감동/Noun,5597,4442,1155,0.04937420803414623,0.012828487016016172,0.7936394497051992
22,56,..../Punctuation,5580,2218,3362,0.02465375808638819,0.03734144878601417,0.6025089605734767
23,57,1/Number,5284,1409,3875,0.015661472111686642,0.04303929626585512,0.7333459500378501
24,62,아깝다/Adjective,5167,374,4793,0.004157126025387369,0.053235444387675766,0.9276175730598026
25,64,드라마/Noun,5005,3017,1988,0.033534890958806664,0.02208054734877935,0.6027972027972028
26,66,때/Noun,4940,3220,1720,0.03579129893515328,0.019103894084456983,0.6518218623481782
27,69,재미있다/Adjective,4787,4102,685,0.04559500255652135,0.0076082368882866465,0.8569041153123041
28,72,감독/Noun,4688,1515,3173,0.016839694995887337,0.03524224181975698,0.6768344709897611
29,73,ㅋㅋ/KoreanParticle,4594,2777,1817,0.030867216504012626,0.020181264855499037,0.6044841097083152
30,74,재미/Noun,4538,1752,2786,0.019474023519996442,0.030943865650754163,0.6139268400176289
31,75,내용/Noun,4529,1407,3122,0.01563924149123002,0.0346757891463225,0.6893353941267388
32,76,뭐/Noun,4491,831,3660,0.009236822799724341,0.040651309505298,0.8149632598530394
33,77,못/VerbPrefix,4418,1474,2944,0.016383967276526686,0.032698758246884514,0.666364870982345
34,78,그냥/Noun,4406,1187,3219,0.013193873241002156,0.03575315991736455,0.7305946436677259
35,81,게/Josa,4340,1723,2617,0.019151679523375497,0.029066796987804608,0.6029953917050691
36,82,주다/Verb,4321,1728,2593,0.01920725607451704,0.028800231023835436,0.6000925711640824
37,83,안/VerbPrefix,4262,1318,2944,0.014649978880910566,0.032698758246884514,0.6907555138432661
38,84,재미없다/Adjective,4205,307,3898,0.003412400240090701,0.043294755314658914,0.9269916765755052
39,85,자다/Verb,4114,2658,1456,0.029544494586843918,0.016171668480796143,0.6460865337870686
40,86,좀/Noun,4111,1455,2656,0.016172776382188826,0.029499966679254506,0.6460715154463634
41,88,지루하다/Adjective,4057,872,3185,0.009692550519084988,0.03537552480174157,0.7850628543258565
42,91,!!/Punctuation,4005,3088,917,0.03432407798501656,0.010185041206655265,0.7710362047440699
43,92,시간/Noun,3956,1077,2879,0.011971189115888223,0.03197680876113468,0.7277553083923155
44,94,쓰레기/Noun,3739,209,3530,0.002323099837716471,0.03920741053379834,0.9441027012570206
45,96,수/Noun,3698,2475,1223,0.02751039281506347,0.013583757247262143,0.6692806922660898
46,99,그렇다/Adjective,3501,1397,2104,0.015528088388946938,0.023368949507963657,0.6009711510996858
47,101,아/Exclamation,3469,1327,2142,0.014750016672965344,0.02379101228424817,0.6174690112424329
48,104,작품/Noun,3308,2050,1258,0.02278638596803237,0.013972499278050514,0.6197097944377267
49,105,다시/Noun,3289,2763,526,0.030711602160816313,0.005842237376990914,0.8400729705077531
50,106,10/Number,3248,2158,1090,0.023986839472689682,0.012106537530266344,0.6644088669950738
51,107,마지막/Noun,3201,2151,1050,0.023909032301091523,0.011662260923651064,0.6719775070290535
52,109,사랑/Noun,3190,2523,667,0.028043927706022275,0.007408312415309772,0.7909090909090909
53,110,잘/VerbPrefix,3151,2150,1001,0.023897916990863216,0.011118022080547348,0.682323072040622
54,114,요/Josa,3013,1950,1063,0.021674854945201518,0.011806650820801031,0.6471954862263525
55,116,이다/Adjective,2942,2200,742,0.02445368250227864,0.00824133105271342,0.7477906186267845
56,117,나/Josa,2916,1029,1887,0.011437654224929416,0.02095874891707577,0.647119341563786
