,Unnamed: 0,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
0,15,이/Determiner,12373,4495,7878,0.04996331947624658,0.08750027767287913,0.6367089630647378
1,17,?/Punctuation,11319,3302,8017,0.036702754373874574,0.08904413888086722,0.7082781164413817
2,18,정말/Noun,10702,7082,3620,0.0787186270368806,0.04020703289868272,0.6617454681367969
3,24,!/Punctuation,8565,6415,2150,0.07130471511459885,0.023879867605571228,0.7489784004670169
4,28,만/Josa,7745,2412,5333,0.026810128270680036,0.05923317857698202,0.6885732730794061
5,32,최고/Noun,6671,6143,528,0.06828135073249894,0.005864451207321679,0.9208514465597362
6,34,왜/Noun,6247,2241,4006,0.024909410221639287,0.04449430215252016,0.6412678085481031
7,35,스토리/Noun,6075,2176,3899,0.02418691505679924,0.043305862229824285,0.6418106995884774
8,38,~/Punctuation,6003,4016,1987,0.04463908587688682,0.02206944043361397,0.6689988339163752
9,42,감동/Noun,5597,4442,1155,0.04937420803414623,0.012828487016016172,0.7936394497051992
10,45,1/Number,5284,1409,3875,0.015661472111686642,0.04303929626585512,0.7333459500378501
11,52,때/Noun,4940,3220,1720,0.03579129893515328,0.019103894084456983,0.6518218623481782
12,57,감독/Noun,4688,1515,3173,0.016839694995887337,0.03524224181975698,0.6768344709897611
13,60,내용/Noun,4529,1407,3122,0.01563924149123002,0.0346757891463225,0.6893353941267388
14,61,뭐/Noun,4491,831,3660,0.009236822799724341,0.040651309505298,0.8149632598530394
15,62,못/VerbPrefix,4418,1474,2944,0.016383967276526686,0.032698758246884514,0.666364870982345
16,63,그냥/Noun,4406,1187,3219,0.013193873241002156,0.03575315991736455,0.7305946436677259
17,67,안/VerbPrefix,4262,1318,2944,0.014649978880910566,0.032698758246884514,0.6907555138432661
18,69,좀/Noun,4111,1455,2656,0.016172776382188826,0.029499966679254506,0.6460715154463634
19,71,없는/Adjective,4090,1373,2717,0.015261320943467532,0.0301774885043428,0.6643031784841076
20,73,!!/Punctuation,4005,3088,917,0.03432407798501656,0.010185041206655265,0.7710362047440699
21,74,시간/Noun,3956,1077,2879,0.011971189115888223,0.03197680876113468,0.7277553083923155
22,76,쓰레기/Noun,3739,209,3530,0.002323099837716471,0.03920741053379834,0.9441027012570206
23,78,수/Noun,3698,2475,1223,0.02751039281506347,0.013583757247262143,0.6692806922660898
24,83,없다/Adjective,3324,873,2451,0.009703665829313295,0.0272230490703512,0.7373646209386282
25,85,다시/Noun,3289,2763,526,0.030711602160816313,0.005842237376990914,0.8400729705077531
26,86,잘/Verb,3274,2363,911,0.02626547806949292,0.010118399715662972,0.7217470983506414
27,87,10/Number,3248,2158,1090,0.023986839472689682,0.012106537530266344,0.6644088669950738
28,88,마지막/Noun,3201,2151,1050,0.023909032301091523,0.011662260923651064,0.6719775070290535
29,90,사랑/Noun,3190,2523,667,0.028043927706022275,0.007408312415309772,0.7909090909090909
30,91,잘/VerbPrefix,3151,2150,1001,0.023897916990863216,0.011118022080547348,0.682323072040622
31,95,요/Josa,3013,1950,1063,0.021674854945201518,0.011806650820801031,0.6471954862263525
32,96,좋은/Adjective,3009,2156,853,0.023964608852233067,0.009474198636070815,0.7165171153207045
33,99,나/Josa,2916,1029,1887,0.011437654224929416,0.02095874891707577,0.647119341563786
34,101,있는/Adjective,2899,2055,844,0.02284196251917391,0.00937423639958238,0.7088651259054847
35,102,입니다/Adjective,2888,2167,721,0.02408687726474446,0.008008085834240399,0.7503462603878116
36,112,지금/Noun,2596,1843,753,0.020485516750772512,0.00836350711953262,0.7099383667180277
37,113,ㅠㅠ/KoreanParticle,2589,1842,747,0.0204744014405442,0.00829686562854033,0.7114716106604867
38,114,최악/Noun,2549,32,2517,0.00035568992730587116,0.02795610547126641,0.9874460572773636
39,117,재밌게/Adjective,2508,2195,313,0.024398105951137096,0.0034764644467645558,0.8751993620414673
40,118,걸/Noun,2493,777,1716,0.008636596047395683,0.019059466423795454,0.6883273164861613
41,122,별로/Noun,2438,320,2118,0.003556899273058711,0.02352444632027901,0.8687448728465955
42,123,끝/Noun,2438,862,1576,0.009581397416801902,0.01750449830064198,0.6464315012305168
43,124,돈/Noun,2433,279,2154,0.003101171553698064,0.02392429526623276,0.8853267570900123
44,130,역시/Noun,2323,1623,700,0.01804014850054465,0.007774840615767376,0.6986655187257856
45,131,봐도/Verb,2322,1795,527,0.01995198185981371,0.0058533442921562965,0.773040482342808
46,132,개/Noun,2277,671,1606,0.007458373163194984,0.01783770575560344,0.7053140096618358
47,133,명작/Noun,2259,1976,283,0.02196385301113754,0.0031432569918030968,0.8747233289065959
48,137,^^/Punctuation,2162,1921,241,0.021352510948580573,0.002676766554857054,0.8885291396854764
49,138,라고/Josa,2147,777,1370,0.008636596047395683,0.015216473776573296,0.6380996739636703
50,139,ㅡㅡ/KoreanParticle,2128,211,1917,0.002345330458173088,0.02129195637203723,0.9008458646616542
51,140,없고/Adjective,2122,205,1917,0.002278638596803237,0.02129195637203723,0.9033930254476908
52,146,!!!/Punctuation,2038,1392,646,0.01547251183780539,0.00717506719683675,0.6830225711481845
53,147,또/Noun,2013,1348,665,0.014983438187759818,0.007386098584979008,0.6696472925981123
54,150,아깝다/Adjective,1949,47,1902,0.0005224195807304982,0.021125352644556502,0.9758850692662904
55,153,꼭/Noun,1920,1594,326,0.0177178045039237,0.003620854343914521,0.8302083333333333
