,Unnamed: 0,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
0,3,의/Josa,29457,17487,11970,0.19437342996243026,0.13294977452962214,0.593644974029942
1,8,.../Punctuation,22073,9139,12934,0.10158282017651113,0.14365684074905036,0.5859647533185339
2,9,은/Josa,19690,7739,11951,0.08602138585687928,0.13273874314147988,0.6069578466226511
3,10,도/Josa,18990,7903,11087,0.08784429673432186,0.12314236843858985,0.5838335966298052
4,12,는/Josa,18035,7669,10366,0.08524331414089767,0.11513428260434945,0.5747712780704186
5,15,이/Determiner,12373,4495,7878,0.04996331947624658,0.08750027767287913,0.6367089630647378
6,17,?/Punctuation,11319,3302,8017,0.036702754373874574,0.08904413888086722,0.7082781164413817
7,18,정말/Noun,10702,7082,3620,0.0787186270368806,0.04020703289868272,0.6617454681367969
8,19,것/Noun,10293,4088,6205,0.045439388213325035,0.06891840860119511,0.6028368794326241
9,22,적/Suffix,9003,5486,3517,0.060978591912500275,0.039063020636648384,0.6093524380761969
10,24,!/Punctuation,8565,6415,2150,0.07130471511459885,0.023879867605571228,0.7489784004670169
11,25,로/Josa,7951,3351,4600,0.03724740457506169,0.05109180976075705,0.5785435794239718
12,27,점/Noun,7843,3227,4616,0.03586910610675144,0.051269520403403164,0.5885502996302435
13,28,만/Josa,7745,2412,5333,0.026810128270680036,0.05923317857698202,0.6885732730794061
14,29,연기/Noun,7089,4106,2983,0.04563946379743459,0.033131927938334416,0.5792072224573283
15,30,평점/Noun,7068,2994,4074,0.03327923882355557,0.04524957238376613,0.5764006791171478
16,31,과/Josa,6768,4231,2537,0.04702887757597315,0.02817824377457405,0.6251477541371159
17,32,최고/Noun,6671,6143,528,0.06828135073249894,0.005864451207321679,0.9208514465597362
18,34,왜/Noun,6247,2241,4006,0.024909410221639287,0.04449430215252016,0.6412678085481031
19,35,스토리/Noun,6075,2176,3899,0.02418691505679924,0.043305862229824285,0.6418106995884774
20,37,생각/Noun,6005,3771,2234,0.04191583487095125,0.024812848479463315,0.6279766860949209
21,38,~/Punctuation,6003,4016,1987,0.04463908587688682,0.02206944043361397,0.6689988339163752
22,40,다/Adverb,5790,2454,3336,0.02727697130026899,0.037052668991714235,0.5761658031088083
23,42,감동/Noun,5597,4442,1155,0.04937420803414623,0.012828487016016172,0.7936394497051992
24,43,..../Punctuation,5580,2218,3362,0.02465375808638819,0.03734144878601417,0.6025089605734767
25,45,1/Number,5284,1409,3875,0.015661472111686642,0.04303929626585512,0.7333459500378501
26,47,보고/Noun,5209,3038,2171,0.03376831247360114,0.02411311282404425,0.5832213476674986
27,50,드라마/Noun,5005,3017,1988,0.033534890958806664,0.02208054734877935,0.6027972027972028
28,52,때/Noun,4940,3220,1720,0.03579129893515328,0.019103894084456983,0.6518218623481782
29,55,거/Noun,4783,1959,2824,0.021774892737256298,0.03136592842703868,0.5904244198201966
30,56,와/Josa,4779,2774,2005,0.0308338705733277,0.022269364906590844,0.5804561623770663
31,57,감독/Noun,4688,1515,3173,0.016839694995887337,0.03524224181975698,0.6768344709897611
32,58,ㅋㅋ/KoreanParticle,4594,2777,1817,0.030867216504012626,0.020181264855499037,0.6044841097083152
33,59,재미/Noun,4538,1752,2786,0.019474023519996442,0.030943865650754163,0.6139268400176289
34,60,내용/Noun,4529,1407,3122,0.01563924149123002,0.0346757891463225,0.6893353941267388
35,61,뭐/Noun,4491,831,3660,0.009236822799724341,0.040651309505298,0.8149632598530394
36,62,못/VerbPrefix,4418,1474,2944,0.016383967276526686,0.032698758246884514,0.666364870982345
37,63,그냥/Noun,4406,1187,3219,0.013193873241002156,0.03575315991736455,0.7305946436677259
38,64,고/Josa,4377,1761,2616,0.01957406131205122,0.029055690072639227,0.5976696367374914
39,66,게/Josa,4340,1723,2617,0.019151679523375497,0.029066796987804608,0.6029953917050691
40,67,안/VerbPrefix,4262,1318,2944,0.014649978880910566,0.032698758246884514,0.6907555138432661
41,68,이런/Adjective,4141,1740,2401,0.019340639797256743,0.0266677033120821,0.5798116397005554
42,69,좀/Noun,4111,1455,2656,0.016172776382188826,0.029499966679254506,0.6460715154463634
43,70,그/Noun,4099,2400,1699,0.02667674454794033,0.01887064886598396,0.5855086606489388
44,71,없는/Adjective,4090,1373,2717,0.015261320943467532,0.0301774885043428,0.6643031784841076
45,73,!!/Punctuation,4005,3088,917,0.03432407798501656,0.010185041206655265,0.7710362047440699
46,74,시간/Noun,3956,1077,2879,0.011971189115888223,0.03197680876113468,0.7277553083923155
47,75,한/Determiner,3920,1604,2316,0.01782895760620679,0.02572361552302464,0.5908163265306122
48,76,쓰레기/Noun,3739,209,3530,0.002323099837716471,0.03920741053379834,0.9441027012570206
49,77,봤는데/Verb,3708,2141,1567,0.02379787919880844,0.017404536064153542,0.5774002157497303
50,78,수/Noun,3698,2475,1223,0.02751039281506347,0.013583757247262143,0.6692806922660898
51,80,아/Exclamation,3469,1327,2142,0.014750016672965344,0.02379101228424817,0.6174690112424329
52,83,없다/Adjective,3324,873,2451,0.009703665829313295,0.0272230490703512,0.7373646209386282
53,84,작품/Noun,3308,2050,1258,0.02278638596803237,0.013972499278050514,0.6197097944377267
54,85,다시/Noun,3289,2763,526,0.030711602160816313,0.005842237376990914,0.8400729705077531
55,86,잘/Verb,3274,2363,911,0.02626547806949292,0.010118399715662972,0.7217470983506414
56,87,10/Number,3248,2158,1090,0.023986839472689682,0.012106537530266344,0.6644088669950738
57,88,마지막/Noun,3201,2151,1050,0.023909032301091523,0.011662260923651064,0.6719775070290535
